code_num,year,tourism_arrivals_log,tourism_expenditures_log,gdp_log,unemployment_log,tourism_expenditures_mean
32,1999,0.8306534140309176,0.6075049147793194,0.71887332737656,0.3773023365785091,1.0099248961492844e-06
33,1999,0.41499837701628994,0.5929675385046025,0.41981682640148876,0.6003166781197699,8.5600241473987e-05
34,1999,0.6188889319608011,0.6980292806061474,0.6295119577615733,0.8340787068117134,1.3814947159748138e-05
35,1999,0.3036291282545005,0.5929675385046025,0.2387190631113867,0.6003166781197699,0.00028533413824662334
36,1999,0.39859454769822533,0.7819503384507678,0.2702782478002905,0.6003166781197699,0.00020063491110038954
37,1999,0.6705277324869614,0.6933027310441635,0.4996627779375129,0.6003166781197699,7.773538194270056e-06
38,1999,0.8607148182471396,0.723874480638689,0.5105835057649508,0.6003166781197699,1.1083706073625746e-06
39,1999,0.6922868989402062,0.5929675385046025,0.5492837670354127,0.538879059076356,4.272002069818441e-06
40,1999,0.5712094694047718,0.5929675385046025,0.6999509589275827,0.6003166781197699,1.5815287108357878e-05
41,1999,0.6817874231885956,0.5929675385046025,0.6999509589275827,0.6003166781197699,4.7854782095869746e-06
42,1999,0.736238813484648,0.737216364066493,0.47759998679613846,0.5095899646638468,4.461192677481731e-06
43,1999,0.9113482800263117,0.7203678077458766,0.8635315698524086,0.623558082845332,6.332874445490009e-07
44,1999,0.29127753011884205,0.48139167897725893,0.26307165053519466,0.6003166781197699,0.00021308812343485335
45,1999,0.530882768828296,0.5929675385046025,0.22846365394049428,0.7692828668077374,2.445721184971057e-05
46,1999,0.7481413424027881,0.5600709879772336,0.5314046954146943,0.6003166781197699,2.0659984963335335e-06
47,1999,0.6219015264787915,0.5929675385046025,0.5881787660337727,0.6003166781197699,9.142882934471243e-06
48,1999,0.5877895687300825,0.6726038276809634,0.5227940808667344,0.7392830533561547,1.76602324125117e-05
49,1999,0.7936814540929209,0.5409259588472632,0.6331243759293639,0.5968863588452503,1.1746168073772253e-06
50,1999,0.3836423657998065,0.5929675385046025,0.2811619109940424,0.6003166781197699,0.00012014068978805194
51,1999,0.755681393697399,0.6075704334823164,0.4342727733396461,0.691100644355211,2.2718459891165546e-06
52,1999,0.44856812831536463,0.38991770356659344,0.45703145822328595,0.4191791285450722,2.6741759456628174e-05
53,1999,0.8822774338111838,0.5618820880549531,0.7401644686889655,0.6003166781197699,4.879015258281537e-07
54,1999,0.7316788859600327,0.5944112090330844,0.6619238383704906,0.6937336149270076,2.8054892219131704e-06
55,1999,0.5923198371337952,0.6305913817698898,0.3556963573960641,0.6003166781197699,1.445081546247114e-05
56,1999,0.2667003452580107,0.5929675385046025,0.1988845444653482,0.6003166781197699,0.0004253428046996005
57,1999,0.5247363735630908,0.7244942067630964,0.4190741489950187,0.6003166781197699,4.197737331196832e-05
58,1999,0.9478409189126051,0.5929675385046025,0.8439657286504769,0.5304283851820208,2.6967076151527763e-07
59,1999,0.5601002478278472,0.7590805050760097,0.38229143889602435,0.7363025526738654,3.233055913187422e-05
60,1999,0.5574117149135664,0.4436025404967747,0.4554157476931031,0.6565617159622451,1.0311667063995926e-05
61,1999,0.31452406735376404,0.3891521732127263,0.42477864030605117,0.6003166781197699,0.00011352763450179259
62,1999,0.43186360404865165,0.5929675385046025,0.2932581571228985,0.6003166781197699,7.133353456165583e-05
63,1999,0.883056873724342,0.7308648743653956,0.662928525861852,0.7032848546632422,8.922188942089084e-07
64,1999,0.5588878652852631,0.5929675385046025,0.2554039590169941,0.6003166781197699,1.8068652553875885e-05
65,1999,0.6306169571608673,0.4716778880323154,0.5177508024009754,0.6003166781197699,5.231927976116828e-06
66,1999,0.6625253134838531,0.5929675385046025,0.6999509589275827,0.7390977080515337,5.8933040601712225e-06
67,1999,0.409028401695819,0.7437676793264776,0.28177032183853057,0.6003166781197699,0.000156907768848068
68,1999,0.8731686581054781,0.6128198370535158,0.6766059066776628,0.5384969998942507,6.503623607489328e-07
69,1999,0.5701350846043605,0.5351111200746759,0.44207337005132064,0.42706276522448927,1.2876841543483389e-05
70,1999,0.8301598517591438,0.5984645304004412,0.6774885837294022,0.6003166781197699,9.820910402904355e-07
71,1999,0.9608071028573961,0.6443517614249599,0.5365603635206388,0.7317517969507206,2.828560183780322e-07
72,1999,0.5605807863944963,0.5929675385046025,0.4107334834846814,0.5726273969570689,1.7740982688909222e-05
73,1999,0.9594932979576669,0.5335890666210898,0.588817500468019,0.5633120141272615,1.9023649279237232e-07
74,1999,0.9324830637528441,0.5295264356840133,0.748907038566496,0.6003166781197699,2.508200332039453e-07
75,1999,0.7923412197519903,0.5929675385046025,0.6644223023645659,0.5425956315837138,1.4483966408458038e-06
76,1999,0.8703920565887895,0.5367299110772406,0.7112998850083767,0.6003166781197699,5.0444645814143e-07
77,1999,0.7327283715799613,0.5929675385046025,0.7500280393566703,0.6003166781197699,2.759073053150266e-06
78,1999,0.8203942910448321,0.5929675385046025,0.639353486144725,0.5208983743683419,1.0695016895078807e-06
79,1999,0.6743885681823671,0.4542144563635695,0.6495092732798651,0.6003166781197699,3.039442724369705e-06
80,1999,0.32426996295805877,0.5929675385046025,0.5682200580145091,0.6003166781197699,0.00022826731059729868
81,1999,0.5312125494861111,0.7781192706771174,0.4663531832599783,0.30988975046476147,4.720664466560356e-05
82,1999,0.7358072248151557,0.64739436073652,0.6540021023364446,0.6823665465669496,3.2560606906650157e-06
83,1999,0.713354539054655,0.5741787284288653,0.4655864285595046,0.7704443694047348,3.172513423015827e-06
84,1999,0.7571240879034569,0.7177967200612936,0.4593418839114818,0.6003166781197699,3.32451665958372e-06
85,1999,0.7864858792834895,0.7125038799095145,0.9168349740310797,0.47070376680148435,2.375540533241843e-06
86,1999,0.5624783599929695,0.5887348047420398,0.5118138761975819,0.7298605317905478,1.711050694934779e-05
87,1999,0.6457235735369187,0.5929675385046025,0.49243788065898886,0.6541540231452885,7.067099399297173e-06
88,1999,0.48196295706027303,0.44230669984382953,0.32407444412167585,0.6003166781197699,2.318803861677588e-05
89,1999,0.5561633362280578,0.31273572389908,0.3987380577816335,0.0,5.915010180278423e-06
90,1999,0.2881416593493593,0.5929675385046025,0.12342925159994778,0.6003166781197699,0.0003373408657778144
91,1999,0.511063502808579,0.5929675385046025,0.24313330451405157,0.6003166781197699,3.0300970433269738e-05
92,1999,0.7910011343877186,0.45526402405670824,0.75586703929335,0.5419922378374455,8.652619106058992e-07
93,1999,0.7072281169635302,0.921617187833595,0.5536199541756002,0.13647690546784494,1.1500818921264385e-05
94,1999,0.6035169919017069,0.415595585907993,0.3350525326947864,0.6003166781197699,5.582116213092362e-06
95,1999,0.6120042308892566,0.5929675385046025,0.5140041806371758,0.6003166781197699,1.0175363028111382e-05
96,1999,0.645340931375332,0.720624329663887,0.5664268470817464,0.6003166781197699,1.1242646259254819e-05
97,1999,0.6110370451147098,0.5929675385046025,0.30216737271757643,0.8068562358424454,1.0282311288166607e-05
98,1999,0.8404205631918795,0.5193088352313713,0.6891867486166812,0.6003166781197699,6.524644119425847e-07
99,1999,0.3883871044980105,0.5929675385046025,0.37870279066998913,0.27280222951328303,0.00011413365529864934
100,1999,0.5778049391393894,0.5113245856695128,0.5064258606236423,0.6242884756071706,1.0817495267776495e-05
101,1999,0.5396992836770373,0.2434183918192987,0.3014536432813406,0.9156887587567613,4.999784571949383e-06
102,1999,0.7868187763967676,0.6127489067120662,0.4811140558733136,0.7284769154763316,1.6536572998041243e-06
103,1999,0.6350070382103559,0.5929675385046025,0.5306275463635886,0.32778969122063845,7.935132465723013e-06
104,1999,0.6997665733167957,0.686479998467084,0.45163768682312755,0.7361152029589041,5.53095115094958e-06
105,1999,0.8343292053640057,0.5929675385046025,0.44355505846483,0.5422186644472315,9.199381136376894e-07
106,1999,0.7788868892272063,0.5436383760515713,0.5845696882051394,0.7389122387286334,1.3926054688157069e-06
107,1999,0.5302196593595363,0.5929675385046025,0.3849983336119349,0.6003166781197699,2.4633163014096978e-05
108,1999,0.2537727071718693,0.6815401693702501,0.31940692706660356,0.6813864931356651,0.000674638481770095
109,1999,0.5705663370903251,0.7622583893888484,0.269890455424753,0.6003166781197699,2.9193555584104188e-05
110,1999,0.15082948534017349,0.5929675385046025,0.15101438696407432,0.6003166781197699,0.0014886998825853134
111,1999,0.49052426958458395,0.36167998415021135,0.4055119769090567,0.9619104834722214,1.5029428848289502e-05
112,1999,0.4172825069977215,0.5849974417134571,0.3971517897507233,0.6003166781197699,8.108199285427233e-05
113,1999,0.6798935302870242,0.587541850080773,0.4100034350842825,0.49956601339746154,4.787297663731583e-06
114,1999,0.5716357535378842,0.17885178959962839,0.4622631761703502,0.6003166781197699,2.441765558376161e-06
115,1999,0.9419140293546331,0.5496482141703078,0.748488193653545,0.6003166781197699,2.445233965834812e-07
116,1999,0.47911648210339375,0.5949568984254734,0.3120615056215037,0.6003166781197699,4.3116054947781065e-05
117,1999,0.5848872592979308,0.5929675385046025,0.6999509589275827,0.6003166781197699,1.3641472744858487e-05
118,1999,0.3036291282545005,0.5929675385046025,0.35751534945924557,0.6003166781197699,0.00028533413824662334
119,1999,0.6013833721835504,0.6141972295889464,0.4149233855529948,0.6003166781197699,1.23409720375011e-05
120,1999,0.5218678228506142,0.592831524841442,0.37651437165540624,0.6003166781197699,2.6947145908238502e-05
121,1999,0.8401912377633538,0.39393422913040527,0.6232909238450508,0.40195569189523467,3.944614231653146e-07
122,1999,0.6148465539677117,0.5929675385046025,0.40560398797488695,0.6003166781197699,9.867462994119539e-06
123,1999,0.4356397512984971,0.5929675385046025,0.4013666126543154,0.6003166781197699,6.84801931791896e-05
124,1999,0.3485389182822901,0.6127443976591345,0.37519961811408087,0.6003166781197699,0.00018885302251273487
125,1999,0.681398751853995,0.5251411257736633,0.6022804152178174,0.6003166781197699,3.722884528836681e-06
126,1999,0.5899080627646791,0.5396807932524716,0.4219995192452668,0.6003166781197699,1.0581185538303887e-05
127,1999,0.8604611941778595,0.5587440582214545,0.7482711110477713,0.41377599414780347,6.104262222665262e-07
128,1999,0.7568947635153946,0.7030209452613023,0.6751182590393969,0.3902622090965892,3.163120770334409e-06
129,1999,0.5830259586708686,0.5909488608656268,0.4245902751673476,0.2796952570121149,1.3815153592268353e-05
130,1999,0.6925174377478538,0.5929675385046025,0.601812108496308,0.5665787628109894,4.261368586135009e-06
131,1999,0.928250575714656,0.6706670997763071,0.596434270285731,0.6003166781197699,4.421373217912548e-07
132,1999,0.5709955884021054,0.44480593402460317,0.6068041686366874,0.5017572018259947,8.947014459336112e-06
133,1999,0.5941716531473464,0.4096407245029071,0.48517598446901555,0.694975568180801,6.023681674239297e-06
134,1999,0.7203442771086694,0.5379676397875977,0.628976030358845,0.6491980520262042,2.5663719638356977e-06
135,1999,0.38033836978880076,0.5929675385046025,0.1683768266007517,0.6003166781197699,0.0001245094421439811
136,1999,0.8348039589009886,0.574295573326457,0.7047450231673087,0.6003166781197699,8.538889156670919e-07
137,1999,0.7818485069623311,0.5929675385046025,0.6006724886589621,0.6962769034008156,1.6223689452544326e-06
138,1999,0.8756183765495402,0.5525913428806295,0.6576598559570896,0.4658770596432289,5.062914641510154e-07
139,1999,0.8227619215051218,0.5488667414823516,0.46517963027910114,0.501451476237744,8.839801455128999e-07
140,1999,0.5372648431261606,0.6501467076718117,0.41274481377384875,0.6003166781197699,2.812840421145947e-05
141,1999,0.5150686004692506,0.5929675385046025,0.40640211371896595,0.6003166781197699,2.901703100813119e-05
142,1999,0.8015694904893689,0.44203329041927125,0.5663813189961062,0.5380761256578149,7.315792114998239e-07
143,1999,0.9201274765842256,0.5929675385046025,0.6886534366192683,0.7216113287575706,3.6386925174914773e-07
144,1999,0.7919050000733718,0.5929675385046025,0.7691339672698263,0.6003166781197699,1.4552429755057322e-06
145,1999,0.3485389182822901,0.32323738181236367,0.47885390452712384,0.6003166781197699,5.862145779841257e-05
146,1999,0.8280837017551823,0.3887113255194163,0.6295185626872164,0.47902447719335994,4.39704844081098e-07
147,1999,0.7547167392470517,0.5929675385046025,0.3155278485214901,0.3736537687331653,2.175355564777306e-06
148,1999,0.921749979551153,0.6073401072463711,0.7407438578991834,0.6003166781197699,3.7699704438112456e-07
149,1999,0.9223908669964798,0.6068708266793057,0.740862989538043,0.6003166781197699,3.737490708468589e-07
150,1999,0.9712991544870648,0.6773365309605697,0.6192826830497105,0.6003166781197699,2.84324178478167e-07
151,1999,0.17226783895549203,0.579229595764156,0.1234089754103238,0.6003166781197699,0.0011220102744612117
152,1999,0.40525226729340447,0.5929675385046025,0.2993302486092404,0.7325312850738769,9.511137941554112e-05
153,1999,0.6372310441416091,0.5265886802628297,0.5329297387406475,0.5769873060900483,6.0346555572861655e-06
154,1999,0.736846804229143,0.6947854754153098,0.7129327082611565,0.5860546480054079,3.815458198713765e-06
155,1999,0.6694999037690943,0.3726769279400863,0.3395438985170707,0.6003166781197699,2.278321175644597e-06
156,1999,0.6541138851541148,0.5929675385046025,0.6999509589275827,0.6003166781197699,6.454306614438228e-06
157,1999,0.45990920470051555,0.5261610972016102,0.2783787350707245,0.6003166781197699,4.096846116718869e-05
158,1999,0.7398972301058988,0.5929675385046025,0.5074210702663402,0.5858291249791783,2.5533256218937212e-06
159,1999,0.3638090460983672,0.5929675385046025,0.33892554864290814,0.6003166781197699,0.0001488699851721513
160,1999,0.4026463934708897,0.3633873285130579,0.36576444303375877,0.6003166781197699,3.915547208057014e-05
161,1999,0.8482294194405591,0.5145715527934207,0.6572051454638996,0.37142738011501947,5.887941582123143e-07
162,1999,0.14879680370471438,0.5929675385046025,0.3140262900173971,0.3736537687331653,0.0015217820706486579
163,1999,0.940813040481763,0.5433002401355771,0.7477990625534237,0.6003166781197699,2.415715150421651e-07
164,1999,0.3596971847127214,0.5929675385046025,0.19167893271358505,0.6003166781197699,0.00015563680267997637
165,1999,0.788983380431612,0.5929675385046025,0.7691339672698263,0.6003166781197699,1.5019386375386419e-06
166,1999,0.9223908669964798,0.6068708266793057,0.740862989538043,0.6003166781197699,3.737490708468589e-07
167,1999,0.5686096686036444,0.42244625561911125,0.4463773145275822,0.7232652224973339,8.37624247926031e-06
168,1999,0.7943539316726616,0.3843576383412288,0.5339858509945046,0.7615266070537128,6.214457424987231e-07
169,1999,0.8348620122538262,0.5929675385046025,0.7080593479100759,0.5886191061517317,9.146546437717324e-07
170,1999,0.018544118771635754,0.5929675385046025,0.004191994442439562,0.6003166781197699,0.0062254719722655725
171,1999,0.6054550905864309,0.8706902205645974,0.4913579153962142,0.6003166781197699,2.907810456915311e-05
172,1999,0.4945250317514822,0.5929675385046025,0.4372382104189414,0.6003166781197699,3.623290644401566e-05
173,1999,0.8703665574959489,0.40137022453782056,0.5570294703397569,0.6974429042015938,2.9378980093377886e-07
174,1999,0.7245913658564078,0.5929675385046025,0.537185259664146,0.6655538458797104,3.012766967848201e-06
175,1999,0.5820810728522183,0.5929675385046025,0.5126961093666647,0.6003166781197699,1.4061641309895196e-05
176,1999,0.5098273602138681,0.5929675385046025,0.24026070766285734,0.6003166781197699,3.070860680681148e-05
177,1999,0.6159067784540639,0.6332532653680438,0.6386786100167412,0.6003166781197699,1.1307261213593177e-05
178,1999,0.5321948954848181,0.5929675385046025,0.6999509589275827,0.6003166781197699,2.4112744077179437e-05
179,1999,0.7110749772193372,0.5929675385046025,0.6999509589275827,0.6003166781197699,3.4867715468019146e-06
180,1999,0.7020792851195463,0.5929675385046025,0.5500904288218533,0.32283984731477194,3.84288401678954e-06
181,1999,0.43186360404865165,0.5929675385046025,0.2130737249002832,0.6003166781197699,7.133353456165583e-05
182,1999,0.8147808719779581,0.6671733890478069,0.6701229756620084,0.896403919110998,1.4888310393497908e-06
183,1999,0.5647968641781105,0.6523164758499129,0.39638392381576737,0.6003166781197699,2.1051603374319406e-05
184,1999,0.7236505731773832,0.5929675385046025,0.4468947723781991,0.5287702512678316,3.0435641412973156e-06
1,2000,0.666346065416104,0.7199789104195748,0.3533107674283864,0.5629972112623817,8.93847852053625e-06
2,2000,0.9012939366562569,0.6185511802521217,0.7162420837229333,0.6003166781197699,4.900299272489832e-07
3,2000,0.7805652838098223,0.5632602579649653,0.6655156932455231,0.6003166781197699,1.4726750305363734e-06
4,2000,0.37335377323644203,0.34663560744468286,0.46752824969628337,0.6003166781197699,4.988247211245235e-05
5,2000,0.5423635660582589,0.9189975725818467,0.39797771379649816,0.7874627375885479,6.774987028236057e-05
6,2000,0.8703749741920019,0.5929675385046025,0.33396215118293227,0.6003166781197699,6.230569846164098e-07
7,2000,0.7474128385461356,0.8416438975803064,0.7154853273700885,0.7579122362218887,5.675843814242936e-06
8,2000,0.361775960452729,0.5430277387254758,0.3547631405210474,0.6003166781197699,0.00012621764375798111
9,2000,0.3596971847127214,0.5929675385046025,0.6999509589275827,0.4883424602351057,0.00015563680267997637
10,2000,0.6064821033835526,0.5929675385046025,0.30048146445578006,0.6003166781197699,1.080129229955672e-05
11,2000,0.7962300310189256,0.7050930280497056,0.7429912754595651,0.5399460316608791,2.0827119216581017e-06
12,2000,0.9159140369093823,0.5929675385046025,0.688754406556594,0.47119159496811347,3.808263440061706e-07
13,2000,0.6130973433988136,0.591852162809527,0.4279353469020304,0.6956269994858875,1.0014419065356975e-05
14,2000,0.3211340501004166,0.5929675385046025,0.29803259532976556,0.6003166781197699,0.00023613859716961933
15,2000,0.8211711539878592,0.5929675385046025,0.7023230964170011,0.5510542546908509,1.0605574288243706e-06
16,2000,0.6547221779388406,0.6007339270762888,0.39879440157893864,0.6003166781197699,6.598516653536273e-06
17,2000,0.45701825118358386,0.5929675385046025,0.38650205450224107,0.6003166781197699,5.43493596660235e-05
18,2000,0.4992942956407025,0.5029404633361443,0.594870301579167,0.39175927262371246,2.4468119736909898e-05
19,2000,0.7960610401695463,0.6964874779907577,0.4943690007014887,0.7782482832121255,2.0238030181037282e-06
20,2000,0.7737936570492367,0.6449415193817261,0.46699945283862476,0.6003166781197699,2.140420639477157e-06
21,2000,0.7814751978184853,0.7388280962686116,0.45868889201704643,0.6003166781197699,2.7512249607774974e-06
22,2000,0.4852669924126942,0.31625111388370947,0.4318635579344128,0.6003166781197699,1.2941347026585614e-05
185,2000,0.714132462130334,0.4024593941319898,0.49154186882355067,0.30300174275364,1.5978525896241676e-06
23,2000,0.5576593816174895,0.6160243133099021,0.3174157358668601,0.6003166781197699,1.9931253131663904e-05
24,2000,0.5914656894631036,0.5929675385046025,0.3979748902417133,0.3527922203025627,1.2705045116732766e-05
25,2000,0.5429453504629767,0.5384918325994752,0.46150307846265126,0.4604079629851721,1.7500691277305453e-05
26,2000,0.8031321789378814,0.5633738641410295,0.7757499015410838,0.6003166781197699,1.1543647907165595e-06
27,2000,0.655584286882583,0.6884444771668301,0.38868282170717006,0.63717032204209,8.979863585909008e-06
28,2000,0.6471445478930284,0.5929675385046025,0.4438115534464233,0.6003166781197699,6.959369225527399e-06
29,2000,0.19726691523735496,0.5929675385046025,0.2521482267955013,0.6003166781197699,0.0009010551847171418
30,2000,0.67333217715199,0.6682575543836762,0.43466527965010315,0.772752874418899,6.896361339460115e-06
31,2000,0.233132751776981,0.5929675385046025,0.3017692790321205,0.6003166781197699,0.0006114303066553624
32,2000,0.8388992657201968,0.5599294854890284,0.7142084178374444,0.34887967911433515,7.741062909740276e-07
33,2000,0.4383740231177775,0.5929675385046025,0.5207188996394052,0.6003166781197699,6.648562444581515e-05
34,2000,0.6165633005499558,0.6983996170136877,0.6400654445359135,0.8400678825428342,1.4185305254699434e-05
35,2000,0.3036291282545005,0.5929675385046025,0.232557532911436,0.6003166781197699,0.00028533413824662334
36,2000,0.44856812831536463,0.7622082203417568,0.26349379622618097,0.6003166781197699,0.00010913943150085478
37,2000,0.6713273759497116,0.647145979679455,0.5034028711299003,0.6003166781197699,6.531733623878271e-06
38,2000,0.8714158950617461,0.7118741863958047,0.5143370477099312,0.6003166781197699,9.463659863482786e-07
39,2000,0.7016630699998234,0.5929675385046025,0.5546729409547204,0.506088288267558,3.8602138206983995e-06
40,2000,0.5870724835340588,0.5929675385046025,0.36224444058506844,0.6003166781197699,1.3322994781943503e-05
41,2000,0.6787650183510205,0.5929675385046025,0.6999509589275827,0.6003166781197699,4.9444182800858915e-06
42,2000,0.7475081867846494,0.7129774362213734,0.4739935289974906,0.4750155493597266,3.6264778378841003e-06
43,2000,0.9209252014620091,0.6958960620883892,0.85500394480362,0.595862451209783,5.236399237087431e-07
44,2000,0.2872258241581762,0.5263165050422478,0.2650816066027255,0.6003166781197699,0.0002651280324655432
45,2000,0.5408928925981,0.5929675385046025,0.2288346648939894,0.6003166781197699,2.194877986512487e-05
46,2000,0.7550979563980895,0.5415855173744519,0.5381465724146328,0.5453693677873765,1.7870213859713034e-06
47,2000,0.6353280458175921,0.5929675385046025,0.596764877218608,0.9391770495293678,7.907643554178939e-06
48,2000,0.6054550905864309,0.650320330095806,0.5146169625204366,0.4766452017027596,1.3467004077737303e-05
49,2000,0.8064328733065214,0.523288580581299,0.6400390610045006,0.6270798777754996,9.566882783553559e-07
50,2000,0.4026463934708897,0.5929675385046025,0.282966131653948,0.6003166781197699,9.782884739884228e-05
51,2000,0.7593586532375289,0.5936427201761365,0.43338626624956,0.7279369717271529,2.0740601990811994e-06
52,2000,0.4640829808024882,0.5064119280228299,0.4601551094918226,0.6003166781197699,3.62888364699814e-05
53,2000,0.8882223231730668,0.5636287866861225,0.7514621063935414,0.6003166781197699,4.605427147701284e-07
54,2000,0.7409943954902818,0.5467377920364549,0.6568047001317399,0.681272308214284,2.122423208459683e-06
55,2000,0.5714228570263555,0.6591591406210096,0.34537411184239497,0.6003166781197699,2.0085450884593938e-05
56,2000,0.2890485247167882,0.5929675385046025,0.20306299280560447,0.6003166781197699,0.0003340497228253151
57,2000,0.5126864093578083,0.7268580305236609,0.4252582841731827,0.6003166781197699,4.821719236177522e-05
58,2000,0.9471645455261548,0.5929675385046025,0.8430067183164665,0.5106910785963811,2.716497805513491e-07
59,2000,0.5608201227944727,0.6933887626575623,0.3886350802610754,0.6739821425487258,2.5457585570263e-05
60,2000,0.56364487574174,0.5011588684090182,0.4238588664823433,0.6653119962066298,1.2119062250786642e-05
61,2000,0.3330862275350259,0.23742103066631454,0.41435209378413584,0.6003166781197699,4.518921899048848e-05
62,2000,0.41383480767759107,0.5929675385046025,0.290385895143737,0.6003166781197699,8.668378883441722e-05
63,2000,0.8898528876219889,0.7231796665274286,0.656685715766723,0.6860280308764021,8.069048258927251e-07
64,2000,0.5420712959444913,0.5929675385046025,0.26088143211076,0.6003166781197699,2.1670947208604304e-05
65,2000,0.6309535382264335,0.4457709457082604,0.5214739135639317,0.6003166781197699,4.697682798364407e-06
66,2000,0.6719765269238698,0.5929675385046025,0.6999509589275827,0.7634012055421804,5.320916330939363e-06
67,2000,0.44015297826737365,0.7075400806883025,0.2836062010235927,0.6003166781197699,9.865913269653333e-05
68,2000,0.8863226853839343,0.5570159099693675,0.6791284656343919,0.4823215207380126,4.5855452238736276e-07
69,2000,0.6141776893575921,0.551672457930722,0.45027034903231944,0.6003166781197699,8.517826072193744e-06
70,2000,0.8383963039624103,0.6132373798431383,0.683097351056962,0.6003166781197699,9.485764065769873e-07
71,2000,0.9832230781545463,0.6131320266538252,0.5313976316031033,0.7757579613748337,1.9813408777023077e-07
72,2000,0.5737381962221311,0.7642254994599715,0.44642584621981163,0.6003166781197699,2.8403475140556178e-05
73,2000,0.9667128170546835,0.5156332610600027,0.5860385453647818,0.5502125840285824,1.6423923859715522e-07
74,2000,0.9387023590907089,0.5500999867583147,0.7588734409508648,0.6003166781197699,2.535950072965966e-07
75,2000,0.7986920053475761,0.5929675385046025,0.6762801467026502,0.5318417905304509,1.3522944940598262e-06
76,2000,0.8823106323335805,0.5659431203861838,0.7173290294426169,0.6003166781197699,4.95215905120748e-07
77,2000,0.7387519815014612,0.5120423109798593,0.7515174967957832,0.35435676195059423,1.9041598602230653e-06
78,2000,0.8238399184658665,0.5929675385046025,0.6403051666110879,0.45259655400374127,1.030397128787084e-06
79,2000,0.6758475367461398,0.44279440411706766,0.646761076505584,0.6003166781197699,2.8566531451751116e-06
80,2000,0.41265641558999144,0.5929675385046025,0.5877677514276607,0.6003166781197699,8.779511946049948e-05
81,2000,0.5455190273933819,0.5929675385046025,0.4667025127521398,0.28793568924324986,2.0878107676582195e-05
82,2000,0.7395516799402779,0.6346289435945784,0.6624502858465382,0.680517505712938,2.9855790947259657e-06
