code_num,year,tourism_arrivals,tourism_expenditures,gdp,inflation,unemployment,tourism_expenditures_mean
54,1999,2454000.0,6.88467055057492,135234241918.147,1.16223155669444,11.693,2.8054892219131704e-06
55,1999,544000.0,7.8612436115843,1936459986.03795,1.96867366000919,8.06144990172818,1.445081546247114e-05
56,1999,16100.0003814697,6.84801931791896,220140500.0,6.1572186951619665,8.06144990172818,0.0004253428046996005
57,1999,262000.0,10.9980718077357,4662992036.2073,-1.93660397603626,8.06144990172818,4.197737331196832e-05
58,1999,25394000.0,6.84801931791896,1687830448147.55,1.7529508005142,6.042,2.6967076151527763e-07
59,1999,384000.0,12.4149347066397,2800025882.71672,19.1926758218895,13.8,3.233055913187422e-05
60,1999,373000.0,3.84625181487048,7718109982.26093,4.86539785077528,10.1,1.0311667063995926e-05
61,1999,27000.0,3.0652461315484,5046806782.54761,6.1572186951619665,8.06144990172818,0.00011352763450179259
62,1999,96000.0,6.84801931791896,814724032.065735,3.8123720536602,8.06144990172818,7.133353456165583e-05
63,1999,12606000.0,11.2473113803975,137131371955.307,2.6366330602198,12.138,8.922188942089084e-07
64,1999,379000.0,6.84801931791896,482009370.37037,0.577427638677119,8.06144990172818,1.8068652553875885e-05
65,1999,823000.0,4.30587672434415,18318412251.3642,5.2136105860112,8.06144990172818,5.231927976116828e-06
66,1999,1162000.0,6.84801931791896,229130573400.40085,6.1572186951619665,13.95,5.8933040601712225e-06
67,1999,75000.0,11.7680826636051,694754988.258295,7.53821939851393,8.06144990172818,0.000156907768848068
68,1999,11328000.0,7.36730482256391,165768095391.557,-4.00943396226445,6.25,6.503623607489328e-07
69,1999,428000.0,5.51128818061089,6414520529.61672,11.66374097913,3.85,1.2876841543483389e-05
70,1999,7115930.80243459,6.98849188439774,167809429290.768,3.59889816353238,8.06144990172818,9.820910402904355e-07
71,1999,29215000.0,8.26363857691421,23777026779.3004,4.01913875598086,13.559,2.828560183780322e-07
72,1999,386000.0,6.84801931791896,4153725883.84082,3.00439421550734,7.2,1.7740982688909222e-05
73,1999,28803000.0,5.4793817018987,49073380173.7159,9.99774409303368,6.929,1.9023649279237232e-07
74,1999,21509371.0779447,5.39498116796607,451744378688.116,4.14267137284048,8.06144990172818,2.508200332039453e-07
75,1999,4728000.0,6.84801931791896,140001351215.462,20.47783111264,6.358,1.4483966408458038e-06
76,1999,10993029.8643652,5.54539497932199,268179387599.108,4.57803015362165,8.06144990172818,5.0444645814143e-07
77,1999,2482000.0,6.84801931791896,458821052615.79,4.66982038037594,8.06144990172818,2.759073053150266e-06
78,1999,6403000.0,6.84801931791896,98893958262.6438,1.62988605221407,5.804,1.0695016895078807e-06
79,1999,1321000.0,4.01510383889238,113848450088.686,20.0707078146866,8.06144990172818,3.039442724369705e-06
80,1999,30000.0,6.84801931791896,36881601583.8194,12.5777623393436,8.06144990172818,0.00022826731059729868
81,1999,281000.0,13.2650671510346,8982047589.4895,3.23183260906467,2.178,4.720664466560356e-05
82,1999,2566000.0,8.35505173224643,121166507717.951,5.18102372034954,11.183,3.2560606906650157e-06
83,1999,2013000.0,6.38626952053086,8887057997.36228,5.95423949113006,15.74,3.172513423015827e-06
84,1999,3231000.0,10.741513327115,8149929478.13822,0.606256567779427,8.06144990172818,3.32451665958372e-06
85,1999,4438000.0,10.5426488865273,4635982224063.88,-0.341296928327554,4.677,2.375540533241843e-06
86,1999,394000.0,6.74153973804303,16870817181.7799,8.29602765342565,13.46,1.711050694934779e-05
87,1999,969000.0,6.84801931791896,12896010459.3711,5.74200109520484,10.004,7.067099399297173e-06
88,1999,165000.0,3.82602637176802,1249061487.01457,37.0309258369344,8.06144990172818,2.318803861677588e-05
89,1999,368000.0,2.17672374634246,3517242477.2548,4.00820702088782,0.039,5.915010180278423e-06
90,1999,20299.9992370605,6.84801931791896,77323948.4525998,6.1572186951619665,8.06144990172818,0.0003373408657778144
91,1999,226000.0,6.84801931791896,406595484.373262,3.36303630363045,8.06144990172818,3.0300970433269738e-05
92,1999,4660000.0,4.03212050342349,497514040642.262,0.81295725444637,6.342,8.652619106058992e-07
93,1999,1884000.0,21.6675428476621,30122365849.2518,2.99081035923166,0.7,1.1500818921264385e-05
94,1999,614000.0,3.42741935483871,1454430642.44959,125.27212839928,8.06144990172818,5.582116213092362e-06
95,1999,673000.0,6.84801931791896,17391056369.2265,6.1572186951619665,8.06144990172818,1.0175363028111382e-05
96,1999,965000.0,10.8491536401809,35975860857.1164,2.64862252295818,8.06144990172818,1.1242646259254819e-05
97,1999,666000.0,6.84801931791896,921851851.851852,3.50379784108942,18.09,1.0282311288166607e-05
98,1999,7950686.09262787,5.18753972596653,197361211397.511,5.77736898687895,8.06144990172818,6.524644119425847e-07
99,1999,60000.0,6.84801931791896,2664105901.18863,6.1572186951619665,1.78,0.00011413365529864934
100,1999,465000.0,5.03013529951607,15656327859.5696,4.69170563048438,8.88,1.0817495267776495e-05
101,1999,308000.0,1.53993364816041,912773681.050642,6.1572186951619665,27.27,4.999784571949383e-06
102,1999,4454000.0,7.36538961332757,11022095813.552,0.727550626557424,13.388,1.6536572998041243e-06
103,1999,863000.0,6.84801931791896,21899317598.8414,1.02519676474932,2.39,7.935132465723013e-06
104,1999,1738000.0,9.61279310035037,7324192889.74297,2.36481836111807,13.79,5.53095115094958e-06
105,1999,7444000.0,6.84801931791896,6547670439.26,-3.20416248186588,6.348,9.199381136376894e-07
106,1999,4088000.0,5.69297115651861,46266428648.1433,0.684782608695643,13.94,1.3926054688157069e-06
107,1999,278000.0,6.84801931791896,2907118641.17756,6.1572186951619665,8.06144990172818,2.4633163014096978e-05
108,1999,14000.0,9.44493874478133,1170782957.37443,39.2559806891746,11.14,0.000674638481770095
109,1999,430000.0,12.5532289011648,589239753.610875,2.95370836069129,8.06144990172818,2.9193555584104188e-05
110,1999,4599.99990463257,6.84801931791896,113352100.0,6.1572186951619665,8.06144990172818,0.0014886998825853134
111,1999,181000.0,2.7203266215404,3863619284.77939,-1.27928657572626,32.4,1.5029428848289502e-05
112,1999,82000.0,6.64872341405033,3440724709.59258,-1.20190368637502,8.06144990172818,8.108199285427233e-05
113,1999,1402000.0,6.71179132455168,4111890472.76062,2.13476888806386,5.3,4.787297663731583e-06
114,1999,435000.0,1.06216801789363,8486832800.88498,18.4010433741609,8.06144990172818,2.441765558376161e-06
115,1999,23817985.9770455,5.82405483088489,449128387154.882,2.6901248581158,8.06144990172818,2.445233965834812e-07
116,1999,160000.0,6.89856879164497,1057408588.68269,7.56494150307371,8.06144990172818,4.3116054947781065e-05
117,1999,502000.0,6.84801931791896,229130573400.40085,6.1572186951619665,8.06144990172818,1.3641472744858487e-05
118,1999,24000.0,6.84801931791896,1985922775.53351,4.07417613596754,8.06144990172818,0.00028533413824662334
119,1999,600000.0,7.40458322250066,4402193195.46945,6.90914624866776,8.06144990172818,1.23409720375011e-05
120,1999,254000.0,6.84457506069258,2584478924.06081,44.8041642861674,8.06144990172818,2.6947145908238502e-05
121,1999,7931000.0,3.12847354712411,79148421052.6316,2.74456130240604,3.43,3.944614231653146e-07
122,1999,694000.0,6.84801931791896,3868551730.39163,6.1572186951619665,8.06144990172818,9.867462994119539e-06
123,1999,100000.0,6.84801931791896,3647802049.80911,6.1572186951619665,8.06144990172818,6.84801931791896e-05
124,1999,39000.0,7.36526787799666,2537789820.69295,-2.30212503849648,8.06144990172818,0.00018885302251273487
125,1999,1425000.0,5.30511045359227,59145077039.1437,6.61837339479756,8.06144990172818,3.722884528836681e-06
126,1999,530000.0,5.60802833530106,4856026259.07657,6.1572186951619665,8.06144990172818,1.0581185538303887e-05
127,1999,9874000.0,6.02734851865968,447778514140.155,2.15717918055059,3.623,6.104262222665262e-07
128,1999,3223000.0,10.1947382427878,162383706021.13,2.36596736596734,3.247,3.163120770334409e-06
129,1999,492000.0,6.79705556739603,5033642384.10596,7.4511126095755,1.85,1.3815153592268353e-05
130,1999,1607000.0,6.84801931791896,58762260625.8758,-0.114267129777524,7.023,4.261368586135009e-06
131,1999,20547389.6381497,9.08476782441289,54539803687.0758,3.29611089718909,8.06144990172818,4.421373217912548e-07
132,1999,432000.0,3.8651102464332,62973857068.5113,4.14263718082171,5.35,8.947014459336112e-06
133,1999,555000.0,3.34314332920281,11660704800.0,1.24718256949636,11.75,6.023681674239297e-06
134,1999,2171000.0,5.5715935334873,85640171045.1254,5.93904901780808,9.809,2.5663719638356977e-06
135,1999,55000.0,6.84801931791896,144206500.0,6.1572186951619665,8.06144990172818,0.0001245094421439811
136,1999,7482302.79196999,6.38905541772811,244879553665.81,3.8123720536602,8.06144990172818,8.538889156670919e-07
137,1999,4221000.0,6.84801931791896,57841000000.0,6.1572186951619665,11.81,1.6223689452544326e-06
138,1999,11632000.0,5.88918231100461,127470385557.184,2.34009490312169,4.579,5.062914641510154e-07
139,1999,6569000.0,5.80686557587424,8837070235.51892,6.75226586102725,5.343,8.839801455128999e-07
140,1999,300000.0,8.43852126343784,4271200000.0,5.54439180368747,8.06144990172818,2.812840421145947e-05
141,1999,236000.0,6.84801931791896,3911602004.14205,6.1572186951619665,8.06144990172818,2.901703100813119e-05
142,1999,5224000.0,3.82176980087508,35953156753.739,45.8037811326363,6.239,7.315792114998239e-07
143,1999,18820000.0,6.84801931791896,195907128350.934,85.7464940960636,13.036,3.6386925174914773e-07
144,1999,4705756.65588704,6.84801931791896,597995276003.899,4.69170563048438,8.06144990172818,1.4552429755057322e-06
145,1999,39000.0,2.28623685413809,10682028339.6898,17.1664454201761,8.06144990172818,5.862145779841257e-05
146,1999,6958000.0,3.05946630511628,86286849754.8905,0.0167098337370801,4.85,4.39704844081098e-07
147,1999,3148000.0,6.84801931791896,1109473367.84318,6.1572186951619665,3.0,2.175355564777306e-06
148,1999,19153012.3265307,7.22062903809732,403398906054.615,4.24955255897251,8.06144990172818,3.7699704438112456e-07
149,1999,19286169.6499337,7.20818798685761,404065822504.732,4.35643374510453,8.06144990172818,3.737490708468589e-07
150,1999,32723887.6434749,9.30419247084284,74869501279.8253,2.95370836069129,8.06144990172818,2.84324178478167e-07
151,1999,5800.00019073486,6.5076598058815,77302211.9248351,12.7251770130085,8.06144990172818,0.0011220102744612117
152,1999,72000.0,6.84801931791896,886290697.674419,98.7730914112164,13.6,9.511137941554112e-05
153,1999,884000.0,5.33463551264097,22609669083.7179,6.15558754451559,7.33,6.0346555572861655e-06
154,1999,2595000.0,9.90111402566222,274320415375.678,0.462175756339173,7.607,3.815458198713765e-06
155,1999,1253000.0,2.85473643308268,1547888495.98428,6.08886063431493,8.06144990172818,2.278321175644597e-06
156,1999,1061000.0,6.84801931791896,229130573400.40085,6.1572186951619665,8.06144990172818,6.454306614438228e-06
157,1999,130000.0,5.32589995173453,662838614.880674,6.34730538922156,8.06144990172818,4.096846116718869e-05
158,1999,2682000.0,6.84801931791896,15873875968.9922,-3.70370370370365,7.6,2.5533256218937212e-06
159,1999,46000.0,6.84801931791896,1534673583.2487,-8.02505962727456,8.06144990172818,0.0001488699851721513
160,1999,70000.0,2.74088304563991,2226577203.91399,-0.0532136248824353,8.06144990172818,3.915547208057014e-05
161,1999,8651000.0,5.09365826269473,126669211778.94,0.284726459223034,2.968,5.887941582123143e-07
162,1999,4500.0,6.84801931791896,1086612290.27171,6.1572186951619665,3.0,0.0015217820706486579
163,1999,23536182.1391692,5.68567117766745,444857187154.882,2.66937369053699,8.06144990172818,2.415715150421651e-07
164,1999,44000.0,6.84801931791896,199208705.408314,4.46435467675891,8.06144990172818,0.00015563680267997637
165,1999,4559453.46019023,6.84801931791896,597995276003.899,4.69170563048438,8.06144990172818,1.5019386375386419e-06
166,1999,19286169.6499337,7.20818798685761,404065822504.732,4.35643374510453,8.06144990172818,3.737490708468589e-07
167,1999,421000.0,3.52639808376859,6808982520.75759,3.43913590881996,13.12,8.37624247926031e-06
168,1999,4832000.0,3.00282582775383,22943202174.9668,2.6901248581158,15.21,6.214457424987231e-07
169,1999,7487000.0,6.84801931791896,256395932738.435,64.8674876350757,7.687,9.146546437717324e-07
170,1999,1100.00002384186,6.84801931791896,14800503.2582747,6.1572186951619665,8.06144990172818,0.0062254719722655725
171,1999,627000.0,18.231971564859,12704334195.8151,7.89043336058877,8.06144990172818,2.907810456915311e-05
172,1999,189000.0,6.84801931791896,5998563257.94659,5.77736898687895,8.06144990172818,3.623290644401566e-05
173,1999,10990000.0,3.22874991226223,31580639553.8298,22.6836718061345,11.864,2.9378980093377886e-07
174,1999,2273000.0,6.84801931791896,23983945190.6202,5.65868803927908,10.466,3.012766967848201e-06
175,1999,487000.0,6.84801931791896,17078465982.0282,6.1572186951619665,8.06144990172818,1.4061641309895196e-05
176,1999,223000.0,6.84801931791896,390718518.518519,1.01355044438875,8.06144990172818,3.070860680681148e-05
177,1999,702000.0,7.93769737194241,97972842461.5131,6.1572186951619665,8.06144990172818,1.1307261213593177e-05
178,1999,284000.0,6.84801931791896,229130573400.40085,6.1572186951619665,8.06144990172818,2.4112744077179437e-05
179,1999,1964000.0,6.84801931791896,229130573400.40085,6.1572186951619665,8.06144990172818,3.4867715468019146e-06
180,1999,1782000.0,6.84801931791896,28683659006.7752,4.11710235771736,2.33,3.84288401678954e-06
181,1999,96000.0,6.84801931791896,268006972.690296,1.99897488467452,8.06144990172818,7.133353456165583e-05
182,1999,6026000.0,8.97169584312184,151516957078.536,5.18149279747878,25.37,1.4888310393497908e-06
183,1999,404000.0,8.50484776322504,3404284890.5306,26.7876966790029,8.06144990172818,2.1051603374319406e-05
184,1999,2250000.0,6.84801931791896,6858013100.0,6.1572186951619665,6.0,3.0435641412973156e-06
1,2000,1211000.0,10.8244974883694,1873452513.96648,4.04402131190513,6.92,8.93847852053625e-06
2,2000,15353177.301305,7.52351635599923,287201650974.243,8.60148514851491,8.06144990172818,4.900299272489832e-07
3,2000,4162850.00307587,6.1305252553981,142140075688.035,2.53077516737987,8.06144990172818,1.4726750305363734e-06
4,2000,51000.0,2.54400607773507,9129594970.15301,324.996871601321,8.06144990172818,4.988247211245235e-05
5,2000,317000.0,21.4767088795083,3480355258.04122,0.0500181363468309,16.8,6.774987028236057e-05
6,2000,10991000.0,6.84801931791896,1432606188.69324,6.1572186951619665,8.06144990172818,6.230569846164098e-07
7,2000,2909000.0,16.5110296556327,284203750000.0,6.1572186951619665,15.0,5.675843814242936e-06
8,2000,45000.0,5.67979396910915,1911563668.85006,-0.790883768934757,8.06144990172818,0.00012621764375798111
9,2000,44000.0,6.84801931791896,229130573400.40085,6.1572186951619665,5.05,0.00015563680267997637
10,2000,634000.0,6.84801931791896,900551851.851852,0.77177979690018,8.06144990172818,1.080129229955672e-05
11,2000,4931000.0,10.2698524856961,416167815092.908,4.45743514797224,6.288,2.0827119216581017e-06
12,2000,17982000.0,6.84801931791896,196181599831.287,2.34486285357282,4.687,3.808263440061706e-07
13,2000,681000.0,6.8198193835081,5272615722.96892,1.80500303704356,11.78,1.0014419065356975e-05
14,2000,29000.0,6.84801931791896,870486065.883137,24.4320242102151,8.06144990172818,0.00023613859716961933
15,2000,6457000.0,6.84801931791896,236792460312.471,2.54451776190908,6.586,1.0605574288243706e-06
16,2000,1068000.0,7.04721578597674,3519991440.47913,4.16540442290284,8.06144990172818,6.598516653536273e-06
17,2000,126000.0,6.84801931791896,2968370087.59759,-0.304212168486803,8.06144990172818,5.43493596660235e-05
18,2000,199000.0,4.86915582764507,53369787318.6245,2.20825620937535,3.27,2.4468119736909898e-05
19,2000,4922000.0,9.96115845510655,13245990274.4581,10.316262128999,16.218,2.0238030181037282e-06
20,2000,3869000.0,8.28128745413712,9062898936.17021,-0.70485295309079,8.06144990172818,2.140420639477157e-06
21,2000,4204000.0,11.5661497351086,8076470000.0,1.60632941740579,8.06144990172818,2.7512249607774974e-06
22,2000,171000.0,2.21297034154614,5567772768.81188,6.1572186951619665,8.06144990172818,1.2941347026585614e-05
185,2000,2030000.0,3.24364075693706,12736780455.1539,168.620235850933,2.1,1.5978525896241676e-06
23,2000,374000.0,7.4542886712423,1138900000.0,3.06743966930585,8.06144990172818,1.9931253131663904e-05
24,2000,539000.0,6.84801931791896,3480219000.0,6.1572186951619665,2.71,1.2705045116732766e-05
25,2000,319000.0,5.58272051746044,8397855484.76908,4.60822998872598,4.47,1.7500691277305453e-05
26,2000,5313000.0,6.13314013307708,655448231983.527,7.04414105947266,8.06144990172818,1.1543647907165595e-06
27,2000,1078000.0,9.68029294560991,3059500000.0,2.43581303489137,9.35,8.979863585909008e-06
28,2000,984000.0,6.84801931791896,6570999059.70575,1.55815247634946,8.06144990172818,6.959369225527399e-06
29,2000,7599.99990463257,6.84801931791896,460733418.399276,4.01212081070342,8.06144990172818,0.0009010551847171418
30,2000,1306000.0,9.00664790933491,5788329609.15755,8.60148514851491,15.88,6.896361339460115e-06
31,2000,11199.9998092651,6.84801931791896,916777282.691659,3.20340091563112,8.06144990172818,0.0006114303066553624
32,2000,7821000.0,6.05428530170787,279216033870.204,1.5585291967901,2.658,7.741062909740276e-07
33,2000,103000.0,6.84801931791896,19088046305.7971,513.906843747535,8.06144990172818,6.648562444581515e-05
34,2000,707000.0,10.0290108150725,99875074951.0278,9.22534818585366,20.52,1.4185305254699434e-05
35,2000,24000.0,6.84801931791896,351136579.648632,6.1572186951619665,8.06144990172818,0.00028533413824662334
36,2000,115000.0,12.5510346225983,539227277.626411,-2.47745668519835,8.06144990172818,0.00010913943150085478
37,2000,1278000.0,8.34755557131643,15013629661.8969,10.9615496593622,8.06144990172818,6.531733623878271e-06
38,2000,11115377.4429236,10.5192151374058,17471510858.4906,2.18181818181821,8.06144990172818,9.463659863482786e-07
39,2000,1774000.0,6.84801931791896,30565400000.0,6.1572186951619665,5.45,3.8602138206983995e-06
40,2000,514000.0,6.84801931791896,2120511229.05028,6.1572186951619665,8.06144990172818,1.3322994781943503e-05
41,2000,1385000.0,6.84801931791896,229130573400.40085,6.1572186951619665,8.06144990172818,4.9444182800858915e-06
42,2000,2912000.0,10.5603034639185,9985847313.85485,4.14165764702061,4.766,3.6264778378841003e-06
43,2000,18983000.0,9.94025667176307,1966980701145.1,1.44026838719741,7.917,5.236399237087431e-07
44,2000,20100.0003814697,5.32907355369573,551230861.856505,6.1572186951619665,8.06144990172818,0.0002651280324655432
45,2000,312000.0,6.84801931791896,333470370.37037,0.856946805358483,8.06144990172818,2.194877986512487e-05
46,2000,3161000.0,5.64877460105529,24305780628.6677,7.72413566181616,6.432,1.7870213859713034e-06
47,2000,866000.0,6.84801931791896,54790398570.3282,0.339163189071768,29.77,7.907643554178939e-06
48,2000,627000.0,8.44381155674129,17539454727.3637,96.0963756926096,4.8,1.3467004077737303e-05
49,2000,5506000.0,5.26752566062459,99838543960.0763,2.68380535348546,8.98,9.566882783553559e-07
50,2000,70000.0,6.84801931791896,706370815.584416,6.1572186951619665,8.06144990172818,9.782884739884228e-05
51,2000,3310000.0,6.86513925895877,5686579747.53524,4.01848952508763,13.36,2.0740601990811994e-06
52,2000,136000.0,4.93528175991747,8242349617.8638,0.662458109266482,8.06144990172818,3.62888364699814e-05
53,2000,13329949.6195664,6.13901118554415,468035912008.33,3.82260088086307,8.06144990172818,4.605427147701284e-07
54,2000,2714000.0,5.76025658775958,125967821110.589,3.04210080667795,11.135,2.122423208459683e-06
55,2000,434000.0,8.71708568391377,1678219507.89829,1.09216459977388,8.06144990172818,2.0085450884593938e-05
56,2000,20500.0,6.84801931791896,233271800.0,2.15851810619419,8.06144990172818,0.0003340497228253151
57,2000,230000.0,11.0899542432083,5080483628.53013,0.504920025834859,8.06144990172818,4.821719236177522e-05
58,2000,25209000.0,6.84801931791896,1665534876683.31,1.18295624210408,5.558,2.716497805513491e-07
59,2000,387000.0,9.85208561569178,3057475335.18846,4.06396201382596,10.82,2.5457585570263e-05
60,2000,399000.0,4.83550583806387,4982850662.20851,40.240933123914,10.456,1.2119062250786642e-05
61,2000,33000.0,1.49124422668612,4367458866.71537,6.1572186951619665,8.06144990172818,4.518921899048848e-05
62,2000,79000.0,6.84801931791896,782913871.80966,0.8449695667737,8.06144990172818,8.668378883441722e-05
63,2000,13567000.0,10.9472777728866,125760166224.805,3.1511816249383,11.345,8.069048258927251e-07
64,2000,316000.0,6.84801931791896,520044370.37037,2.18181818181821,8.06144990172818,2.1670947208604304e-05
65,2000,826000.0,3.880285991449,19288929030.0508,5.9775773473714,8.06144990172818,4.697682798364407e-06
66,2000,1287000.0,6.84801931791896,229130573400.40085,6.1572186951619665,15.32,5.320916330939363e-06
67,2000,105000.0,10.359208933136,712667896.727512,6.14854333024871,8.06144990172818,9.865913269653333e-05
68,2000,13059000.0,5.98826350785657,171668891194.349,-3.68550368550369,4.92,4.5855452238736276e-07
69,2000,689000.0,5.86878216374149,7186638029.05875,11.0480349344976,8.06144990172818,8.517826072193744e-06
70,2000,7778590.99987232,7.37858789889098,181381054438.024,4.16540442290284,8.06144990172818,9.485764065769873e-07
71,2000,37226000.0,7.37573955133461,22134411297.473,4.61131554737801,16.064,1.9813408777023077e-07
72,2000,445000.0,12.6395464375475,6813566098.8675,9.33322197565603,8.06144990172818,2.8403475140556178e-05
73,2000,31141000.0,5.11457412915401,47218405892.4258,9.80361016908125,6.563,1.6423923859715522e-07
74,2000,23005231.3173316,5.8340118037786,518692130946.017,3.8610653418551,8.06144990172818,2.535950072965966e-07
75,2000,5064000.0,6.84801931791896,165021012077.81,3.68861915958352,6.078,1.3522944940598262e-06
76,2000,12504714.5749026,6.192533546487,291563016615.709,4.01212081070342,8.06144990172818,4.95215905120748e-07
77,2000,2649000.0,5.0441194697309,468395521654.458,4.0094359104519,2.731,1.9041598602230653e-06
78,2000,6646000.0,6.84801931791896,100207610429.909,5.57763269940387,4.318,1.030397128787084e-06
79,2000,1342000.0,3.833628520825,109591707801.431,14.4767513188567,8.06144990172818,2.8566531451751116e-06
80,2000,78000.0,6.84801931791896,48364250943.9051,4.97896213183735,8.06144990172818,8.779511946049948e-05
81,2000,328000.0,6.84801931791896,9025660361.75842,5.13647123245151,1.936,2.0878107676582195e-05
82,2000,2672000.0,7.97746734110778,136225025139.185,1.03264094955491,11.102,2.9855790947259657e-06
83,2000,2230000.0,5.37634408602151,9005064474.93003,8.17108356120225,15.539,2.4109166305029195e-06
